rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
1,Sorry to say I’m not really crazy about this one,This Bed is not thick  at all,[],B07G3X5NKR,B07G3X5NKR,AGL3RKJNNSDEZS6O62ORYADSRQWQ,2020-11-19 20:17:54.823,1,True
5,Great collar.,Love being able to find my dog in the dark. The reflection is amazing and the orange color is very nice. Very durable and great size.,[],B07Z6BKQFY,B07Z6CF5XW,AF35DDAABAR3AGMCQUG5BXNHTSVA,2020-12-03 14:58:53.258,0,True
5,Great,Fit was great,[],B01LOOCU1M,B01M98YYA9,AEUNULTVO3FKJ5XCSQ6DQJIMTYJQ,2022-05-18 17:35:22.339,0,True
5,It's worth buying.,Works well in supporting the various invertebrates in my salt water tanks.,[],B000255ZH6,B008XFU6UI,AEDLA7RUS4XQ2A53HKF27EH7FOIA,2015-04-06 15:13:52.000,0,True
1,Uncomfortable for dog,Bulky on pet,[],B094XPXYYD,B08YKCFSD4,AEL2BDVKYYED4KHEZCXUW5F2AFTQ,2023-01-02 01:22:51.029,1,True
5,Easy use,Easy to use and works great,[],B018LRO1SU,B018LRO1SU,AHEET52N4DFIPNXXY6DGBTIAHVJA,2018-09-11 12:28:12.934,0,True
1,Super disappointed in this,"Wow. Super disappointed in this. I guess you get what you pay for, right? It looks totally adorable in the sales photos, but it's really not. It's super flimsy and just really cheap looking. I swear my dog laughed at me when I was assembling it and refuses to give it a shot. Sorry Little Dove. We really wanted to like it.",[],B01N3KN9IV,B01N3KN9IV,AEQG4WBTHJ55RJJQCJ5JAJIWFNOQ,2017-07-20 19:36:24.593,2,True
5,Great Harness,I love this harness because I can put it on my dog easily and my dog loves this harness because he is not choking like a collar would do.  Highly recommend!,[],B00273JK6S,B07B8TW24H,AGTU5O6YA7NXTIIU2I57S5JA63RA,2018-11-02 23:31:23.458,0,True
5,Picky Dilly loves this food!,"My picky little cat loves this food, the mixed grill. I am able to give her a small, mashed upmpill with it!",[],B06XXDM6MK,B093TSMSR1,AFGFAKX2WUUOSAGPON6Q7NY2T2GQ,2019-03-31 21:34:50.320,0,True
5,Good product.,"Big sprays of foxtail millet, very pleased.  Chickens dive on them.",[],B005OCXJ48,B00EJJS4HO,AF3DMGFFHW24OA5RZ54ORQ3CSWHA,2018-01-08 22:01:38.920,0,True
5,Great,Perfect,[],B000EMWMJG,B000EMWMJG,AFV5CVV3KI6DBQXKG4YHIXWHKY4Q,2016-12-18 04:12:36.000,0,True
5,Dog Approved,My dog loves these. Normal square raw hides get stuck in my boxers mouth so these are the perfect solution.,[],B001DLYC2C,B07BYSWQ6L,AFI45HFQGOG3NVDBRAR7VIDWVPNQ,2015-06-09 10:09:24.000,0,True
5,Awesome dog bowl,Super nice! Only have to think about filling it up about once a week with our 55 pound dog.,[],B0057LAGNS,B09SQ4LSLJ,AHYMLKTMCVWPLT7UESSZF2X66PQA,2020-01-02 23:44:49.211,0,True
4,"Pretty good, not perfect","With this brush I got what I was expecting. I did anticipate the finger part being a bit more flexible so I could hold my cat's cheeks back a bit easier, but overall, I'd buy these again.",[],B001KNWKWW,B001KNWKWW,AFX4NV6JK4RSPQLOHOJKUJR4RUMQ,2009-12-19 21:18:07.000,2,True
1,This frisbee sucks.  It does not fly.  Terrible purchase,Material and frisbee construction is too tight which doesn't allow the frisbee to fly or hover.  It just hits the ground.  Very frustrating for pet and thrower.  Would not recommend.,[],B07791ZZ49,B07791ZZ49,AFWL3MJDPFLK474E445MF7GQSVDQ,2022-03-06 16:34:15.197,0,True
5,But these! Now,Our kitty love em!,[],B01MQ3GRGK,B09YC8JGPJ,AEMKNQKHPJBKCVFOPU7C2HRU6N5Q,2020-10-21 18:40:21.223,0,True
5,"Muy buen producto, a mi perrito le gustó.","La textura es ligera, tiene un olor neutro y al parecer el sabor es agradable para mi perrito.",[],B0002AQMZU,B0CBG6S9DK,AEL2J7VN3I27TI4ZOO56DRJWZ3DQ,2022-07-13 22:28:45.283,0,True
5,Scent,Love the scent!,[],B01M31VBV2,B0BXFTSB7G,AFD4MWMABGG6PCWD4SKGA2Q3GLQA,2020-11-14 00:38:30.925,0,True
5,Nice,Me encanto,[],B003UTNOU6,B0C5HT34Q1,AHZG7PD4M6R6KEV5SWBSKBC5BA4Q,2022-02-28 19:17:48.987,0,True
1,Its like it s all dried up,It says jerky but its really hard and flaky. Its like it s all dried up.,[],B00I8P17EW,B00I8P17EW,AEVF3R5SKKMYZ7F375LWDYNORK3Q,2015-07-17 22:58:34.000,1,True
1,Will only last 6 months or less.,I've reached out to the company 3 times now as the zipper on this bed was broken in less than 6 months. They did not even have enough respect to provide an answer after several attempts. I will take my money to LL Bean where they stand behind the quality of their dog beds.,[],B0022KAJ1G,B09MKFRCK1,AEXQAAVLRMLUDUSPRUPXNCU5R5PA,2019-01-28 15:51:54.040,1,True
5,perfect for my dog,"Got this before a four day road trip and I don't think I have anything bad to say about it.  Clips into seatbelt or carseat clip, we opted for the seatbelt and it clipped in perfectly.  The rope is quality material, nice and thick.  The hook that attaches to your dog's harness has a threaded locker on it to prevent it from accidentally unhooking.  It has a little bit of a stretch to it, but just enough to prevent your dog from being jerked too hard in the event of an abrupt stop.<br />The length was perfect, dog could not get up into the front from the back seat of our Jeep but he could still lay his head on the center console with his body partially on the seat and partially on the luggage.",[],B09PKZSMBY,B0B75F5CJB,AFON76K6CRHCA5EGH2FFYWRFUAMQ,2022-09-22 06:17:36.404,1,False
5,"love, love these liners!","I love these liners!  I have a medium size C&C cage, so I have to use 2 of these to fit the full length of my cage.  They are less messy than traditional bedding, and are much easier to lean up.  I change my liner once a week, and sweep up droppings once a day with a small hand held vacuum.  There is no bad smell between cage cleanings, and they look so cute!  You can also get larger sizes at this sellers website.  [...]  I have also purchased a liner and some other items from the website, and love hem to!  I highly recommend these to any guinea pig parent!",[],B00OWH845K,B06WD8G6FP,AH2ATAZPJBW76WD7VHGSNHYJ7JZA,2016-08-16 03:02:49.000,5,True
5,Five Stars,"works great to keep the mess contained, might have to get another one ?",[],B072148P33,B0C5RH7C1F,AHKSWU2VIBFTGDE22HRYS6B3NHBA,2018-07-12 16:26:10.079,0,True
5,Worked so well,Just a fabulous product that helped tremendously with my nursing dogs intestinal issues,[],B07888TMN7,B01N7OMC2G,AFV2REQVQH6Y4B776GHKSZXCIZDQ,2019-10-06 14:04:27.687,0,True
5,"Get This ASAP, No Need To Look No More","This Fit In A Small Space Right Beside My Office For My Dog, And I Got A Medium And It Looks Like A Small Wit Packets But I Still Love It, I Plan To Order A XLarge In The Future 😍",[],B07SNT3TL7,B07VGVPT6W,AFA7M7GYHAZFS77J4LT6LVH2RWMA,2022-12-17 19:31:39.041,1,True
5,Great product!,"Well made; sturdy, stylish.",[],B08R5GR5XM,B08TTGFZHV,AE4M6RFFEECLVNTRL2LQSHMIFCCA,2021-04-23 08:34:33.947,0,True
4,Pretty good fly mask,OK - but started ripping on side seam.,[],B00UI8WXCC,B06XRHYTDM,AHYFBYPO6TJMYWKP6D6CC6DBLGFQ,2017-12-09 23:57:45.010,0,True
1,Weak,Too fragile.. lasted 5 min w my husky,[],B08H836NNF,B08H818TB4,AEQOC7NG233OJQJDHAPS52ODN5JQ,2021-02-21 13:20:12.409,1,True
5,Somewhat hard to take apart and clean,My dog loves it.,[],B01HJ1ICLQ,B07286JYJS,AGXEVKRJFSJFQABSLMT36GNPE2AA,2019-07-31 22:30:56.291,0,True
5,Just awesome!,"People always ask where we got this bottle.  Our dogs love it and it is perfect for hot days when we need to bring them some water.  It is the size of a larger human water bottle and we can use it up quickly on a single walk.  Either get a larger bottle, bring a refill, or get two if you have large, thirsty dogs.  I wouldn't want a bigger bottle as this is just enough to carry for me personally.",[],B07FRV9XSF,B0B6BBCWCW,AFRXVX3X64FKIZQ2VLXU76MGBNVA,2020-06-25 19:07:27.999,0,True
3,At least they LOOK cool,"Worked well, but they are so dark in color, it was often hard to tell if they were used","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71U3aW0MgOL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71U3aW0MgOL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71U3aW0MgOL.jpg', 'attachment_type': 'IMAGE'}]",B01LWS9514,B0B5Q649TX,AEFI6GLY57UEGXICXA5D4FR3MHDA,2018-08-08 15:49:14.600,1,True
1,stupid,the sphere was worthless,[],B01N7W5VYV,B01N7W5VYV,AFQUQDLUFGUV2K4MDARBWOJ5KG6Q,2018-09-15 13:06:41.556,0,True
2,Cool brush but my dogs hated it.,I mainly got it for my short hair chiweenie that sheds like crazy. Used it on him twice and he kept trying to run from me. Which he doesn't do with any other brush I've used. He likes being brushed. Tried it on our other short haired dogs and they ran from me the minute they saw me coming at them with it in my hand.  So this was a no go for us.,[],B00ZGPI3OY,B09NP6PBLB,AEXFYTDZMASYWAPGU35HEVFNNGIA,2022-11-28 06:20:22.236,0,True
5,Good,Good,[],B016BS3Z1U,B08BFTJHHK,AHYW5HKXV2VYBDQKXWXZAKXPVMRQ,2019-01-08 02:15:12.136,0,True
2,Do more research!,I purchased this and got one use and I went to use it again and it doesn’t even glide at all! My baby was not happy and let’s just say for the price I wanted more than one use . When using it did also feel like it was getting very hot and just poor product over all it has a cheap quality feel when you pick it up . Not worth the money.,[],B07V2Y2K6Z,B08Z853K57,AFY4LGAU7H6G2U6IC74POP7L47LQ,2020-06-23 03:54:54.706,0,True
5,Great water change pump for aquarium,"Great aquarium water change! I also use it as a pump. It’s long enough that you don’t have to get your hand wet during water change and the power it’s pretty decent. There is a lot of interchangeable heads, but you really mostly just use like the filter heads.",[],B07DLS3VCM,B07DLS3VCM,AH4KNV5JAZXFN3J75MTFU6LCMCJA,2020-06-10 16:16:35.968,0,True
5,Fit,Fit my cat food cans what more can I say!,[],B000084E66,B000084E66,AHSYMPC5GAYFPDKR56XKT3P7YY6A,2021-01-30 16:19:06.048,0,True
5,Winner Winner CBDinner,My dog really seems to like these and b\c she seems to only have her two front teef🤣 I was excited at the softness of them! She didn't appear to be in any pain before I started giving them to her BUT she likes them so win win!,[],B076K53385,B0BFBZY59C,AGJQICGKJ7PLEXLUQO6JUR2C5IBQ,2020-01-28 04:47:21.434,0,True
5,Works,Works great on my long haired dog,[],B00FAZWPNK,B08QMS6GK2,AHPNOPOKC3DEH3XNM2AAHH2QHI2Q,2019-02-18 16:24:35.359,0,True
4,My dogs love it,"This bed is extremely plush and all three of my dogs love it. The only issue I have with it is that the sides don’t hold their shape very well. My dogs don’t mind it at all but it does look disheveled compared to other dog beds I’ve purchased in the past. Regardless, my dogs love it and that’s the most important thing!",[],B0B5WMV1W8,B0BRZVJLZ5,AGEESDAHFO2TR6IM66O5NG33UDNQ,2022-11-02 05:26:32.910,3,False
1,Not right.,"I bought these the other day, I've used them before or a similar product. My dog is allergic to pretty much all meat so we get the peanut butter and honey. I opened the pack at it smelled like smoked hickory and beef. I figured it was just my imagination. After feeding them to my dog, 4 hours later he began to vomit and freak out. It lasted all night. Once it was out of his system it was fine. So either it contained meat and was mislabeled or the product is bad.",[],B00O8OFODM,B084LG8ZKP,AHXKWRVHY5SQM2IC3IQFHV62RVSQ,2023-03-11 00:30:48.656,0,True
2,Leaky!,"Got this for my cats, put it together as per the instructions and filled it up with water and it promptly leaked all over the place even before the red indicator showed that it was full.  I figured I must have done something wrong, so I took it apart again, reread the instructions, and put it back together.  Filled it up and still leaked everywhere!  It wasn't even full.  I put a towel under it and filled it til it was full but obviously, that didn't help either.  I kept trying for a few days and it just kept leaking, so I finally returned it to the seller (Smarthome).  I requested that the seller refund shipping charges (at least the return charges) since they sold me a faulty product, but they refused.  I wound up paying about the same for shipping as the product originally cost.  I am appalled at this company for 1- selling a product that was clearly broken and 2- not taking responsibility for said product's faultiness by paying for shipping.  I would understand if the reason for the return was that I didn't like it or my cats didn't like it, which would not be the company's fault, but this clearly was.  I don't know if I got a lemon or what because it doesn't seem like other people are having this problem with the product, but mine didn't work from day one.  For what it's worth, I left it on while it was partially full and my cats didn't like it.  They may have come around if I hadn't gotten tired of cleaning up leaked water.  It might be worth a try if you can buy it locally and return it easily if needed.",[],B0015Z3RYK,B0015Z3RYK,AGNMM45DVWMOE3YF7NLHXLO6IINA,2009-08-01 20:12:54.000,4,True
5,sturdy and comfortable,Leash seems very stout with comfortable handle for my 112lb English black lab.,[],B07WSLVQNS,B09M5Z1826,AFMV4DT6OIDWINGRLIU2IVC7AQZQ,2020-01-19 12:35:40.497,0,True
5,Perfect,Been using it every day for a few months. Perfect. The best pet leash I've ever had.,[],B07D6QS2BS,B07D6QS2BS,AHAV4JMXTRBVFK24OBUVJA6OBNYQ,2020-05-10 19:10:13.588,0,True
5,Five Stars,Love the way this makes my doggy house smell better.,[],B01MDS93CP,B07G6ZVKXX,AEHBBA7FGH7HISZZAKMLIG2RLCRA,2018-02-20 01:44:26.856,0,True
2,Two Stars,"Not chewer proof, my dog destroyed this within 3 hrs.",[],B005191DK6,B0769LG8CW,AHW7MDY6M7ZDPN5RD3IGJH6GLFPQ,2017-01-14 15:00:38.000,0,True
5,K3ep it lightweight.,Easy for pups to get a hold of an carry with them to play with it.,[],B088MHHN9M,B0BSNK2R2T,AGWHFIOS2ZZ4FAB6ZGUEEMFGITOQ,2021-05-17 12:23:22.788,0,True
4,Four Stars,Aa,[],B0002APX5U,B07XJPG7D7,AEERRMNSHN7ALF47DMRFLRO4ERYA,2016-02-29 09:17:42.000,0,True
5,Some of the best quality pet food and snacks on the planet.,"Earthborn makes some of the best quality, low allergen dog food I've ever come across. As the parent of a dog with white potato, fowl of any kind, dairy and gluten intolerances, I have a difficult time finding treats and foods she can eat. These are a great value for the price and quality. Despite being a baked good, you can still smell the bison meat. Why feed your pets what you wouldn't or couldn't eat yourself? I hope this company is around for a hundred years so I can keep giving my pooch their great products. :)",[],B015KZK87O,B0B4H2GSYN,AEX7FYRUUMG6X2CJW3PPHU5MRG5Q,2016-12-19 23:16:20.000,6,True
4,A must for small animals,"It is perfect, except it's a little big for my 3pound chihuahua. But still works well.",[],B07K6LH2HP,B0BTVZ9915,AE3QSKYH6I4DREIOIZRVOUURIYMA,2021-03-24 15:57:37.253,0,True
5,Definitely recommend!,This is my third order of these.  They are great for wiping out the ear and helps stop the itching.,[],B01J972CWI,B01J972CWI,AFOBCPUFN26TWDMKHDYW55IDXHAA,2021-04-02 13:43:46.024,0,True
1,Bad-Do Not Buy,Check expiration dates on this product before using. The box this came in said Best if used by: ?. There wasn’t an expiration date anywhere on the box or on the bag in the box. I can only assume there is a reason for this. That is because their expired or bad! My dog has never had a reaction to anything before this! My dog got a red rash all over her stomach after eating this. It caused her to scratch and cause sores on her body. Caution buying this!,[],B07D9XVSQB,B095MMN2F1,AEDAWDCTYPXRICZDYNMLXKRSRT2A,2019-10-17 02:28:37.678,0,True
5,Timmy the turtle loves this stuff,"The only thing I didn't like about this stuff is that as you near the bottom of the jar, it's mostly little bitty bits of stuff. Tim won't eat that and it just ends up getting scooped out of the tank.",[],B07TS16B4Q,B09XMFVF1T,AERDGZA2QKBCEG4ELX7UG2MCLSSA,2022-09-27 16:19:09.069,0,True
5,Works well with long haired cats.,Good value for the money. I bought this to trim my long haired cats. I am not a pro and have no experience with any other trimming products but this works well. I set it on 10 and give sanitary trim on my two cats with no problem. It is not too loud and doesn't spook my kitties. One charging takes care of good 30 + minutes of use.,[],B01D8KIBYU,B01D8KIBYU,AELKXH37BJ57IG6MZ6AYQ7E54VIQ,2016-10-23 01:34:06.000,1,True
5,Kitten Approved,My girl loves this toy! It’s one of her faves!,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71YEGItvSIL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71YEGItvSIL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71YEGItvSIL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B071J1C289,B0B7BJW83J,AEK6MS7FOYDQCJFOJMJ5BECSBBJQ,2022-01-27 04:44:54.328,0,True
1,Anxious dog,"So light weight it lifts when dog steps in the edge then makes a loud clacking sound on our hardwood floor. Might work for other dogs, just not our little scaredy-cat.",[],B00G7RMCJ2,B0775ZRLPN,AE2L2KGN335LCT42EJMQW7WVJDZQ,2023-04-01 05:55:15.074,0,True
5,"Great for ""come when called"" training.","I bought this leash so I could practice ""come when called"" with my 1 yr old corgi, so he could run out further away from me. The 30ft lead works great for this.  Well made product.",[],B072MNCJ8K,B07217B2KF,AFJV4GPM3CFQTS5Q3X567JJZTIIQ,2019-06-18 01:15:07.679,0,True
5,Good,it works great on my ten-gallon tank.,[],B000OQO69Q,B0C499F7SF,AHGGNYNBVB4IQOMUMF6UJ2RIN7IA,2017-12-29 20:46:36.676,0,True
5,As described,I have a new puppy.  It takes care of those puppy accidents.,[],B00CKFL93K,B093B5Q5HW,AFN5VSY4LOJ3TBHSTFE5NBNGC65A,2019-09-11 21:05:48.067,1,True
1,"This product was old and ineffective, was able to ...","This product was old and ineffective, was able to solve my cats problems by going to the local pet store . I'm sure if it was brand new then my opinion would be different however this isn't the case.",[],B00II6XVWC,B00II6XVWC,AF7F7PL6OGCVT3LVDYMGTP54CKNQ,2015-01-12 11:32:21.000,1,True
5,Calms my dog down when needed.,Calms my dog down when needed,[],B07PGZRT16,B07PGZRT16,AE7XOERIQ2BM75MD5DNPL3QLTA2A,2022-11-05 22:12:51.545,0,True
5,Am very impressed,"This collar really works at great distances. After using the shock feature a couple times (reinforced with voice commands) all I need is the vibrate or beep audio tone to call my dog in. One day on a friends ranch, as I watched I let my Border Collie wander on her huge and many acre horse pasture. It was windy day and my dog was enjoying the attempt of rounding up a flock of birds. When the amusement was over for us both and time to bring her in I whistled and believed that because of the wind and the great distance, perhaps 400-500 yards, she didn't respond and believe she could not hear me. I 'paged' her with a simple beep and she picked her head up and saw me waving and came right back happily. It has been a good back up to voice commands and training tool and perhaps a life saver. I do not use it every day but only when the situation calls for it such as a walk in the woods which try I do often as I live in deep country. The collar and device are very well made and have taken a lot of abuse. I am a little more cautious with the remote I keep it on a leather rope/string so it is easy to get to hanging from my neck.",[],B01AL7D7JM,B01AL7D7JM,AFGAX6NGIQQ2SYMOKQRA2UVYKARA,2017-09-17 15:20:02.112,0,True
5,Lifesaver for Kitten,"I live waaaaay out in the boonies, and it isn't unusual for me to find abandoned baby animals. I keep these kits on hand for those just-in-case times when I can't get the animal to a vet for a day or two.  I last used this kit when I found a tiny, emaciated, nearly dead kitten. It was a Saturday evening, and I didn't want to bring my vet to her office for an emergency visit...I honestly didn't think the kitten was going to live. I used the Benebac tube and KMR (both included in the kit) right away, and the little guy made it until Monday morning. The vet recommended continuing KMR and Benebac powder (purchased separately - see note below) as directed until the kitten was strong enough for worming, vaccinations, etc.  Here's a warning about the bottle, however.  The method recommended on the package for creating a hole at the tip of the nipple is ineffective.  The nipple is too large for very young or small animals, so they have to lick the nipple rather than actually suck it.  Use small scissors to cut the top of the nipple off.  The liquid will not come out too quickly once the nipple has been twisted back onto the bottle.  You will have to squeeze gently, and be very patient.  As the instructions on the package warn, never hold an animal like a baby (on its back) when feeding it from a bottle.  Good luck!<br /><br />NOTE: See my review of BeneBac powder. It's invaluable for anyone with critters on long-term antibiotic therapy.",[],B0002ASS20,B0002ASS20,AHZUGOZIPYX34R2MZRSKERGHU23Q,2010-07-10 12:19:40.000,23,True
4,Great potty training tool,Trained my puppy to ring the bell when he needed to go potty. It only took a couple of days for him to get the hang of it. Downside he also uses this to get attention from me and to play with him.,[],B009GG3ND0,B00D84M4EU,AFYMWG2Z6GEFDUBKV6CLWNHME3LA,2014-11-05 06:11:43.000,0,True
2,Not durable,My dog was so excited for this but unfortunately he has had this for only about 20 minutes and it is already ripped in several places.,[],B087ZZG7CC,B087ZZG7CC,AHPZYA7XU34HRN5D6JCY6MKJUSIA,2021-03-24 01:19:50.796,0,True
5,PUPPY LOVES IT,we were on a long vacation and didn't bring our puppy a bed. he loves this bed and we're so glad we bought it. he was sleeping on the floor and seemed really perturbed. as soon as we put this in his play pen area he curled up and has slept in it ever since!,[],B003BYQ0A6,B003CIOT54,AEP6TMBPVF2YW7TZNCUHTQ42USUQ,2014-01-21 13:51:20.000,0,True
5,My rats love it,Will be buying again,[],B08R9FK7HG,B0B7JCDDQD,AFXFOW7LFLKU4STGVKVPVAJIE3WQ,2021-12-28 17:18:25.316,0,True
3,Cats don't love it!,"I purchased two of these as I assumed that the kitties would love them - especially during the winter.  Sadly, the only way they use them is to lie on them (not in them).  Very disappointing.  When they get dirty, I have to wash them by hand which I can tell will be a problem.  I wish that I could recommend them but I cannot.",[],B078NJM2CT,B0BNNR1XT1,AGHISSAAVMTWJ2J7GIUJYXZ4SY3Q,2020-10-06 23:15:04.642,1,True
5,Perfect for my buggies :),"Just what I need. It's a bit bigger than what I expected, but it's not a deal breaker for me.",[],B00Y4BD0R6,B07BMZZ5RL,AFM73WEPWB3V2CQ6VFETCGEGHPYA,2018-01-10 14:48:52.970,0,True
5,"Great Deal, even Better Quality!",This is such an awesome design. This has to be my fourth or fifth one of these. After hours and thousands of miles driving across the country and back with my pups.,[],B07BTRMYTK,B07BTQNRL8,AEFJ3EF2BIAN5S7NMN3JEEIZITIA,2020-01-14 04:50:17.849,0,True
5,Works exactly as described,Easy to install in screen door. Took a few days for the dogs to learn how to use it but now they use it all the time.,[],B079FBKFF9,B09RZXWX5L,AH5HW446SUZBSE6MHUIYNBBD3IVA,2022-06-26 11:18:30.403,0,True
1,Dog hates it,"My dog LOVES to play tug-of-war. He gave one half-hearted attempt and now refuses to play with it. I don’t know if it snapped back and hit him (certainly possible) or what, but even putting peanut butter on the knot would not entice him.",[],B07H7TFKXT,B07H7TFKXT,AFJBNY5IHR7UENNW3T342HXSYJNA,2021-08-18 21:01:34.712,0,True
3,Looks very cheap,Very thin fabric. Not really what I was expecting. Looks cheap,[],B07HLJ343Z,B0B1MS16GB,AE2Q5FCIXGUYN7VUQ7YZPNWVYECA,2019-05-27 03:00:34.798,1,True
5,Doesn't upset my dog's sensitive stomach,"Chunky bits of beef and other veggies in a soup like consistency. My dog loves it and we mix it with her dry food. She licks the bowl clean every time! My dog sometimes has a sensitive stomach and gets the farts, but this food doesn't upset her tummy. We will be picking up additional flavors when she's done with these!",[],B00ZDJ7SEE,B0B3RQX4LH,AHF2ZRZSTQOSIZBYNLVIMFFHXGMQ,2017-10-21 02:37:03.617,1,True
4,Rope is cheap,My jack Russell puppy played with this for 2 minutes and the rope somehow came undone and pieces fell out. The stuffed animal part is made well but the rope part is cheap and not durable material.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1aELXcK77S._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1aELXcK77S._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1aELXcK77S._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0859S5QFY,B09P4LLT16,AFZSBZ76F75LE3MA4QJITFTQI7GQ,2021-02-01 17:17:29.427,0,True
4,Four Stars,My vet suggested this product so I hope it's helping my dogs' teeth.,[],B009KSFOTK,B009KSFOTK,AERA5RAZOLLVPIJBZIHDFYM66QJA,2015-08-20 14:52:25.000,0,True
5,Five Stars,dogs love it,[],B001WWY6WS,B071ZH9KGQ,AFJ2PS6P2UYFWCIRQTQPWLNC7GIA,2014-12-28 18:34:52.000,0,True
